postal_code,customer_class,total_gallons,type,year,month
78757,Irrigation - City of Austin,24000,commercial,2014,12
78757,Irrigation - Commercial,559800,commercial,2014,12
78758,City of Austin,1010900,commercial,2014,12
78758,Commercial,38204100,commercial,2014,12
78758,Irrigation - City of Austin,1248400,commercial,2014,12
78758,Irrigation - Commercial,5179900,commercial,2014,12
78759,Austin Water Utility,16400,commercial,2014,12
78759,City of Austin,21000,commercial,2014,12
78759,Commercial,33731900,commercial,2014,12
78759,Irrigation - City of Austin,100,commercial,2014,12
78759,Irrigation - Commercial,6727100,commercial,2014,12
78766,Commercial,14900,commercial,2014,12
78766,Irrigation - Commercial,0,commercial,2014,12
78613,Commercial,3879100,commercial,2015,1
78613,Irrigation - Commercial,830700,commercial,2015,1
78617,Austin Water Utility,112500,commercial,2015,1
78617,City of Austin,2333400,commercial,2015,1
78617,Commercial,10611900,commercial,2015,1
78617,Irrigation - City of Austin,0,commercial,2015,1
78617,Irrigation - Commercial,445700,commercial,2015,1
78640,Commercial,32300,commercial,2015,1
78652,Commercial,599600,commercial,2015,1
78652,Irrigation - Commercial,104400,commercial,2015,1
78653,Commercial,391300,commercial,2015,1
78653,Irrigation - Commercial,84800,commercial,2015,1
78653,Wholesale,0,commercial,2015,1
78660,Commercial,4386600,commercial,2015,1
78660,Irrigation - Commercial,1236300,commercial,2015,1
78660,Wholesale,22459500,commercial,2015,1
78681,City of Austin,2500,commercial,2015,1
78681,Commercial,95700,commercial,2015,1
78681,Irrigation - City of Austin,3000,commercial,2015,1
78701,Austin Water Utility,85000,commercial,2015,1
78701,City of Austin,3508100,commercial,2015,1
78701,Commercial,57808500,commercial,2015,1
78701,Irrigation - City of Austin,414600,commercial,2015,1
78701,Irrigation - Commercial,1301400,commercial,2015,1
78701,Large Volume,790000,commercial,2015,1
78702,Austin Water Utility,89000,commercial,2015,1
78702,City of Austin,2092300,commercial,2015,1
78702,Commercial,23218900,commercial,2015,1
78702,Irrigation - City of Austin,405200,commercial,2015,1
78702,Irrigation - Commercial,980400,commercial,2015,1
78703,Austin Water Utility,13100,commercial,2015,1
78703,City of Austin,1736500,commercial,2015,1
78703,Commercial,13523500,commercial,2015,1
78703,Irrigation - City of Austin,41500,commercial,2015,1
78703,Irrigation - Commercial,875800,commercial,2015,1
78704,Austin Water Utility,8900,commercial,2015,1
78704,City of Austin,1328200,commercial,2015,1
78704,Commercial,34169300,commercial,2015,1
78704,Irrigation - City of Austin,252100,commercial,2015,1
78704,Irrigation - Commercial,2414100,commercial,2015,1
78705,City of Austin,122100,commercial,2015,1
78705,Commercial,24101600,commercial,2015,1
78705,Irrigation - City of Austin,152800,commercial,2015,1
78705,Irrigation - Commercial,863500,commercial,2015,1
78705,Large Volume,5335000,commercial,2015,1
78710,Commercial,27600,commercial,2015,1
78710,Irrigation - Commercial,0,commercial,2015,1
78712,Commercial,8092900,commercial,2015,1
78712,Irrigation - Commercial,1148500,commercial,2015,1
78712,Irrigation - Large Volume,9213000,commercial,2015,1
78712,Large Volume,6455600,commercial,2015,1
78714,Commercial,283000,commercial,2015,1
78714,Irrigation - Commercial,0,commercial,2015,1
78717,City of Austin,10000,commercial,2015,1
78717,Commercial,5058000,commercial,2015,1
78717,Irrigation - City of Austin,0,commercial,2015,1
78717,Irrigation - Commercial,2814600,commercial,2015,1
78719,Austin Water Utility,751900,commercial,2015,1
78719,City of Austin,5972800,commercial,2015,1
78719,Commercial,7532200,commercial,2015,1
78719,Irrigation - City of Austin,22600,commercial,2015,1
78719,Irrigation - Commercial,722400,commercial,2015,1
78719,Wholesale,1477100,commercial,2015,1
78721,Austin Water Utility,6800,commercial,2015,1
78721,City of Austin,95300,commercial,2015,1
78721,Commercial,7431000,commercial,2015,1
78721,Irrigation - City of Austin,14700,commercial,2015,1
78721,Irrigation - Commercial,100300,commercial,2015,1
78722,City of Austin,34400,commercial,2015,1
78722,Commercial,4711700,commercial,2015,1
78722,Irrigation - City of Austin,13500,commercial,2015,1
78722,Irrigation - Commercial,401800,commercial,2015,1
78723,Austin Water Utility,51400,commercial,2015,1
78723,City of Austin,1681000,commercial,2015,1
78723,Commercial,16638400,commercial,2015,1
78723,Irrigation - City of Austin,9400,commercial,2015,1
78723,Irrigation - Commercial,2780800,commercial,2015,1
78724,Austin Water Utility,38000,commercial,2015,1
78724,City of Austin,6217300,commercial,2015,1
78724,Commercial,5493500,commercial,2015,1
78724,Irrigation - City of Austin,0,commercial,2015,1
78724,Irrigation - Commercial,2443000,commercial,2015,1
78725,Austin Water Utility,163400,commercial,2015,1
78725,City of Austin,390000,commercial,2015,1
78725,Commercial,4102300,commercial,2015,1
78725,Irrigation - Commercial,126600,commercial,2015,1
78725,Large Volume,68383000,commercial,2015,1
78725,Wholesale,762800,commercial,2015,1
78726,Austin Water Utility,200,commercial,2015,1
78726,City of Austin,13000,commercial,2015,1
78726,Commercial,5378900,commercial,2015,1
78726,Irrigation - Commercial,2145100,commercial,2015,1
78727,City of Austin,42500,commercial,2015,1
78727,Commercial,18014300,commercial,2015,1
78727,Irrigation - City of Austin,13000,commercial,2015,1
78727,Irrigation - Commercial,2541100,commercial,2015,1
78728,Commercial,5859800,commercial,2015,1
78728,Irrigation - Commercial,571000,commercial,2015,1
78728,Wholesale,33268600,commercial,2015,1
78729,City of Austin,10000,commercial,2015,1
78729,Commercial,11204000,commercial,2015,1
78729,Irrigation - City of Austin,0,commercial,2015,1
78729,Irrigation - Commercial,3488500,commercial,2015,1
78729,Wholesale,26579900,commercial,2015,1
78730,Commercial,2467600,commercial,2015,1
78730,Irrigation - Commercial,2476000,commercial,2015,1
78731,Austin Water Utility,0,commercial,2015,1
78731,City of Austin,197200,commercial,2015,1
78731,Commercial,11131100,commercial,2015,1
78731,Irrigation - City of Austin,14800,commercial,2015,1
78731,Irrigation - Commercial,1371900,commercial,2015,1
78732,Austin Water Utility,4600,commercial,2015,1
78732,Commercial,92000,commercial,2015,1
78732,Irrigation - Commercial,0,commercial,2015,1
78735,Austin Water Utility,0,commercial,2015,1
78735,City of Austin,297100,commercial,2015,1
78735,Commercial,7532800,commercial,2015,1
78735,Irrigation - Commercial,1924000,commercial,2015,1
78735,Large Volume,42392000,commercial,2015,1
78735,Wholesale,278200,commercial,2015,1
78736,Commercial,981600,commercial,2015,1
78736,Irrigation - Commercial,92000,commercial,2015,1
78737,Commercial,247700,commercial,2015,1
78737,Irrigation - Commercial,100600,commercial,2015,1
78737,Wholesale,458500,commercial,2015,1
78739,Austin Water Utility,0,commercial,2015,1
78739,City of Austin,8000,commercial,2015,1
78739,Commercial,2580300,commercial,2015,1
78739,Irrigation - City of Austin,200,commercial,2015,1
78739,Irrigation - Commercial,1261500,commercial,2015,1
78739,Wholesale,8671200,commercial,2015,1
78741,Austin Water Utility,0,commercial,2015,1
78741,City of Austin,429300,commercial,2015,1
78741,Commercial,16956100,commercial,2015,1
78741,Irrigation - City of Austin,967900,commercial,2015,1
78741,Irrigation - Commercial,2118400,commercial,2015,1
78741,Large Volume,28052000,commercial,2015,1
78742,Austin Water Utility,0,commercial,2015,1
78742,Commercial,549000,commercial,2015,1
78742,Irrigation - Commercial,54400,commercial,2015,1
78744,Austin Water Utility,452800,commercial,2015,1
78744,City of Austin,318100,commercial,2015,1
78744,Commercial,24675200,commercial,2015,1
78744,Irrigation - City of Austin,592100,commercial,2015,1
78744,Irrigation - Commercial,3882400,commercial,2015,1
78745,City of Austin,74000,commercial,2015,1
78745,Commercial,28754400,commercial,2015,1
78745,Irrigation - City of Austin,44700,commercial,2015,1
78745,Irrigation - Commercial,2370800,commercial,2015,1
78745,Wholesale,6535800,commercial,2015,1
78746,Austin Water Utility,153600,commercial,2015,1
78746,City of Austin,831600,commercial,2015,1
78746,Commercial,11570100,commercial,2015,1
78746,Irrigation - City of Austin,18000,commercial,2015,1
78746,Irrigation - Commercial,1773200,commercial,2015,1
78746,Wholesale,61140300,commercial,2015,1
78747,Austin Water Utility,0,commercial,2015,1
78747,Commercial,1248600,commercial,2015,1
78747,Irrigation - Commercial,565500,commercial,2015,1
78747,Wholesale,5731100,commercial,2015,1
78748,City of Austin,31100,commercial,2015,1
78748,Commercial,12385600,commercial,2015,1
78748,Irrigation - City of Austin,15100,commercial,2015,1
78748,Irrigation - Commercial,2864800,commercial,2015,1
78748,Wholesale,597500,commercial,2015,1
78749,Austin Water Utility,100,commercial,2015,1
78749,City of Austin,172300,commercial,2015,1
78749,Commercial,10535800,commercial,2015,1
78749,Irrigation - City of Austin,0,commercial,2015,1
78749,Irrigation - Commercial,4006200,commercial,2015,1
78750,Austin Water Utility,903100,commercial,2015,1
78750,City of Austin,284900,commercial,2015,1
78750,Commercial,9487900,commercial,2015,1
78750,Irrigation - City of Austin,0,commercial,2015,1
78750,Irrigation - Commercial,1763600,commercial,2015,1
78751,City of Austin,50800,commercial,2015,1
78751,Commercial,12403100,commercial,2015,1
78751,Irrigation - City of Austin,800,commercial,2015,1
78751,Irrigation - Commercial,135800,commercial,2015,1
78752,City of Austin,85700,commercial,2015,1
78752,Commercial,21058900,commercial,2015,1
78752,Irrigation - City of Austin,0,commercial,2015,1
78752,Irrigation - Commercial,1324800,commercial,2015,1
78753,Austin Water Utility,3800,commercial,2015,1
78753,City of Austin,40900,commercial,2015,1
78753,Commercial,33445200,commercial,2015,1
78753,Irrigation - City of Austin,254400,commercial,2015,1
78753,Irrigation - Commercial,3638900,commercial,2015,1
78754,Austin Water Utility,35200,commercial,2015,1
78754,City of Austin,413100,commercial,2015,1
78754,Commercial,10678300,commercial,2015,1
78754,Irrigation - City of Austin,13700,commercial,2015,1
78754,Irrigation - Commercial,1580200,commercial,2015,1
78754,Large Volume,132974000,commercial,2015,1
78755,Commercial,24700,commercial,2015,1
78756,Austin Water Utility,8700,commercial,2015,1
78756,City of Austin,45800,commercial,2015,1
78756,Commercial,10061900,commercial,2015,1
78756,Irrigation - City of Austin,0,commercial,2015,1
78756,Irrigation - Commercial,177600,commercial,2015,1
78757,City of Austin,216500,commercial,2015,1
78757,Commercial,14951500,commercial,2015,1
78757,Irrigation - City of Austin,29700,commercial,2015,1
78757,Irrigation - Commercial,590800,commercial,2015,1
78758,City of Austin,758500,commercial,2015,1
78758,Commercial,43724400,commercial,2015,1
78758,Irrigation - City of Austin,843100,commercial,2015,1
78758,Irrigation - Commercial,4244900,commercial,2015,1
78759,Austin Water Utility,20400,commercial,2015,1
78759,City of Austin,25100,commercial,2015,1
78759,Commercial,40195500,commercial,2015,1
78759,Irrigation - City of Austin,400,commercial,2015,1
78759,Irrigation - Commercial,5762500,commercial,2015,1
78766,Commercial,6700,commercial,2015,1
78766,Irrigation - Commercial,0,commercial,2015,1
78613,Commercial,3139500,commercial,2015,2
78613,Irrigation - Commercial,464300,commercial,2015,2
78617,Austin Water Utility,46500,commercial,2015,2
78617,City of Austin,1873500,commercial,2015,2
78617,Commercial,8904500,commercial,2015,2
78617,Irrigation - City of Austin,0,commercial,2015,2
78617,Irrigation - Commercial,386600,commercial,2015,2
78640,Commercial,0,commercial,2015,2
78652,Commercial,612400,commercial,2015,2
78652,Irrigation - Commercial,95900,commercial,2015,2
78653,Commercial,432300,commercial,2015,2
78653,Irrigation - Commercial,230100,commercial,2015,2
78653,Wholesale,0,commercial,2015,2
78660,Commercial,3692100,commercial,2015,2
78660,Irrigation - Commercial,925200,commercial,2015,2
78660,Wholesale,18466600,commercial,2015,2
78681,City of Austin,1900,commercial,2015,2
78681,Commercial,63500,commercial,2015,2
78681,Irrigation - City of Austin,0,commercial,2015,2
78681,Irrigation - Commercial,0,commercial,2015,2
78701,Austin Water Utility,85000,commercial,2015,2
78701,City of Austin,3994100,commercial,2015,2
78701,Commercial,55350700,commercial,2015,2
78701,Irrigation - City of Austin,225200,commercial,2015,2
78701,Irrigation - Commercial,911200,commercial,2015,2
78701,Large Volume,538000,commercial,2015,2
78702,Austin Water Utility,32000,commercial,2015,2
78702,City of Austin,982500,commercial,2015,2
78702,Commercial,19762600,commercial,2015,2
78702,Irrigation - City of Austin,543200,commercial,2015,2
78702,Irrigation - Commercial,913600,commercial,2015,2
78703,Austin Water Utility,11000,commercial,2015,2
78703,City of Austin,842500,commercial,2015,2
78703,Commercial,12160500,commercial,2015,2
78703,Irrigation - City of Austin,84700,commercial,2015,2
78703,Irrigation - Commercial,637800,commercial,2015,2
78704,Austin Water Utility,7500,commercial,2015,2
78704,City of Austin,1091000,commercial,2015,2
78704,Commercial,30240000,commercial,2015,2
78704,Irrigation - City of Austin,125600,commercial,2015,2
78704,Irrigation - Commercial,1512800,commercial,2015,2
78705,City of Austin,72900,commercial,2015,2
78705,Commercial,22612300,commercial,2015,2
78705,Irrigation - City of Austin,0,commercial,2015,2
78705,Irrigation - Commercial,751800,commercial,2015,2
78705,Large Volume,5298000,commercial,2015,2
78710,Commercial,18000,commercial,2015,2
78710,Irrigation - Commercial,0,commercial,2015,2
78712,Commercial,4183800,commercial,2015,2
78712,Irrigation - Commercial,385500,commercial,2015,2
78712,Irrigation - Large Volume,7960000,commercial,2015,2
78712,Large Volume,7684000,commercial,2015,2
78714,Commercial,217800,commercial,2015,2
78714,Irrigation - Commercial,0,commercial,2015,2
78717,City of Austin,12600,commercial,2015,2
78717,Commercial,4168600,commercial,2015,2
78717,Irrigation - City of Austin,0,commercial,2015,2
78717,Irrigation - Commercial,1212300,commercial,2015,2
78719,Austin Water Utility,619700,commercial,2015,2
78719,City of Austin,2731700,commercial,2015,2
78719,Commercial,7313700,commercial,2015,2
78719,Irrigation - City of Austin,2300,commercial,2015,2
78719,Irrigation - Commercial,464100,commercial,2015,2
78719,Wholesale,1144200,commercial,2015,2
78721,Austin Water Utility,9200,commercial,2015,2
78721,City of Austin,102800,commercial,2015,2
78721,Commercial,6318600,commercial,2015,2
78721,Irrigation - City of Austin,11200,commercial,2015,2
78721,Irrigation - Commercial,105400,commercial,2015,2
78722,City of Austin,27900,commercial,2015,2
78722,Commercial,4134100,commercial,2015,2
78722,Irrigation - City of Austin,100,commercial,2015,2
78722,Irrigation - Commercial,356300,commercial,2015,2
78723,Austin Water Utility,33700,commercial,2015,2
78723,City of Austin,1816700,commercial,2015,2
78723,Commercial,15266500,commercial,2015,2
78723,Irrigation - City of Austin,5800,commercial,2015,2
78723,Irrigation - Commercial,2125800,commercial,2015,2
78724,Austin Water Utility,93000,commercial,2015,2
